Name,Ch4EmissionRate,Ch4EmissionRateUnit,Co2eEmissionRate,Co2eEmissionRateUnit,Co2EmissionRate,Co2EmissionRateUnit,Country,EmissionFactorDataSource,EmissionFactorUpdateYear,LocationBasedOilMixPct,LocationBasedHydroMixPct,LocationBasedWindMixPct,LocBasedGeothermalMixPct,LocationBasedBiomassMixPct,LocationBasedCoalMixPct,LocationBasedGasMixPct,LocationBasedNuclearMixPct,LocationBasedSolarMixPct,LocBasedOtherFossilFuelMixPct,LocationBasedOtherFuelMixPct,LocBasedRenewableEnergyPct,MarketBasedOilMixPct,MarketBasedHydroMixPct,MarketBasedWindMixPct,MktBasedGeothermalMixPct,MarketBasedBiomassMixPct,MarketBasedCoalMixPct,MarketBasedGasMixPct,MarketBasedNuclearMixPct,MarketBasedSolarMixPct,MktBasedOtherFossilFuelMixPct,MarketBasedOtherFuelMixPct,MktBsdCo2eEmissionRate,MktBsdCo2eEmissionRateUnit,N2oEmissionRate,N2oEmissionRateUnit,PostalCodeSet,State,GridSubregion,OtherEmssnFctr
United States - Duke Energy Progress East - US-CAR-CPLE - electricityMap 2020,,,297.68,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.0305977226,0.7286185842,0,0,0,11.37361835,19.68874839,48.06541148,6.889478703,,13.22352676,,0.0305977226,0.7286185842,0,0,0,11.37361835,19.68874839,48.06541148,6.889478703,,13.22352676,297.68,G_PER_KWH,,,,,Duke Energy Progress East,Fuel Conversion Factors - DEFRA EPA 2021
United States - Duke Energy Progress West - US-CAR-CPLW - electricityMap 2020,,,425.32,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,1.203157361,13.4799482,0,0,0,0,56.96051139,0,1.106043669,,27.25033939,,1.203157361,13.4799482,0,0,0,0,56.96051139,0,1.106043669,,27.25033939,425.32,G_PER_KWH,,,,,Duke Energy Progress West,Fuel Conversion Factors - DEFRA EPA 2021
United States - Duke Energy Carolinas - US-CAR-DUK - electricityMap 2020,,,250.98,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,6.662135336,0,0,0,15.44818113,20.57623285,56.38494643,0.8391590174,,0.08934523236,,0,6.662135336,0,0,0,15.44818113,20.57623285,56.38494643,0.8391590174,,0.08934523236,250.98,G_PER_KWH,,,,,Duke Energy Carolinas,Fuel Conversion Factors - DEFRA EPA 2021
United States - South Carolina Public Service Authority - US-CAR-SC - electricityMap 2020,,,489.34,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.002997379541,4.486877445,0,0,0,51.29743976,25.21976497,15.67302141,0.07782736761,,3.242071657,,0.002997379541,4.486877445,0,0,0,51.29743976,25.21976497,15.67302141,0.07782736761,,3.242071657,489.34,G_PER_KWH,,,,,South Carolina Public Service Authority,Fuel Conversion Factors - DEFRA EPA 2021
United States - South Carolina Electric & Gas Company - US-CAR-SCEG - electricityMap 2020,,,383,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,3.30225373,0,0,0,16.17432306,48.72569454,25.07881466,6.611291408,,0.107622611,,0,3.30225373,0,0,0,16.17432306,48.72569454,25.07881466,6.611291408,,0.107622611,383,G_PER_KWH,,,,,South Carolina Electric & Gas Company,Fuel Conversion Factors - DEFRA EPA 2021
"United States - Alcoa Power Generating, Inc. Yadkin Division - US-CAR-YAD - electricityMap 2020",,,28.21,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,100,0,0,0,0,0,0,0,,0,,0,100,0,0,0,0,0,0,0,,0,28.21,G_PER_KWH,,,,,"Alcoa Power Generating, Inc. Yadkin Division",Fuel Conversion Factors - DEFRA EPA 2021
United States - Southwestern Power Administration - US-CENT-SPA - electricityMap 2020,,,265.75,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,67.84468536,0,0,0,0,0,0,0,,32.15531464,,0,67.84468536,0,0,0,0,0,0,0,,32.15531464,265.75,G_PER_KWH,,,,,Southwestern Power Administration,Fuel Conversion Factors - DEFRA EPA 2021
United States - Southwest Power Pool - US-CENT-SWPP - electricityMap 2020,,,388.33,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.01754948523,3.562605965,34.17732208,0,0.03697910195,32.68065879,23.12668786,6.105824726,0.2028082761,,0.08956372297,,0.01754948523,3.562605965,34.17732208,0,0.03697910195,32.68065879,23.12668786,6.105824726,0.2028082761,,0.08956372297,388.33,G_PER_KWH,,,,,Southwest Power Pool,Fuel Conversion Factors - DEFRA EPA 2021
United States - Florida Municipal Power Pool - US-FLA-FMPP - electricityMap 2020,,,573.45,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,5.361882523,0,0,0,0,37.64954469,49.32889117,5.847601821,1.061068942,,0.7510108545,,5.361882523,0,0,0,0,37.64954469,49.32889117,5.847601821,1.061068942,,0.7510108545,573.45,G_PER_KWH,,,,,Florida Municipal Power Pool,Fuel Conversion Factors - DEFRA EPA 2021
United States - Duke Energy Florida Inc - US-FLA-FPC - electricityMap 2020,,,500.48,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.05574776746,0.6538391876,0,0,0,7.194606808,89.0956077,0,1.507139841,,1.4930587,,0.05574776746,0.6538391876,0,0,0,7.194606808,89.0956077,0,1.507139841,,1.4930587,500.48,G_PER_KWH,,,,,Duke Energy Florida Inc,Fuel Conversion Factors - DEFRA EPA 2021
United States - Florida Power & Light Company - US-FLA-FPL - electricityMap 2020,,,409.11,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.00006044635208,0,0,0,0,0,63.6292149,22.2637117,2.777323889,,11.32968906,,0.00006044635208,0,0,0,0,0,63.6292149,22.2637117,2.777323889,,11.32968906,409.11,G_PER_KWH,,,,,Florida Power & Light Company,Fuel Conversion Factors - DEFRA EPA 2021
United States - Gainesville Regional Utilities - US-FLA-GVL - electricityMap 2020,,,586.08,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,30.88175057,58.76251282,0,0,,10.3557366,,0,0,0,0,0,30.88175057,58.76251282,0,0,,10.3557366,586.08,G_PER_KWH,,,,,Gainesville Regional Utilities,Fuel Conversion Factors - DEFRA EPA 2021
United States - City Of Homestead - US-FLA-HST - electricityMap 2020,,,0.32,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,100,0,0,,0,,0,0,0,0,0,0,100,0,0,,0,0.32,G_PER_KWH,,,,,City Of Homestead,Fuel Conversion Factors - DEFRA EPA 2021
United States - JEA - US-FLA-JEA - electricityMap 2020,,,572.77,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.01132943515,0,0,0,0,40.56858552,58.60572685,0,0.495572713,,0.3187854845,,0.01132943515,0,0,0,0,40.56858552,58.60572685,0,0.495572713,,0.3187854845,572.77,G_PER_KWH,,,,,JEA,Fuel Conversion Factors - DEFRA EPA 2021
United States - Seminole Electric Cooperative - US-FLA-SEC - electricityMap 2020,,,681.87,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,60.53942884,39.43465591,0,0.0259152451,,0,,0,0,0,0,0,60.53942884,39.43465591,0,0.0259152451,,0,681.87,G_PER_KWH,,,,,Seminole Electric Cooperative,Fuel Conversion Factors - DEFRA EPA 2021
United States - City Of Tallahassee - US-FLA-TAL - electricityMap 2020,,,473.21,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,98.77990148,0,1.220098517,,0,,0,0,0,0,0,0,98.77990148,0,1.220098517,,0,473.21,G_PER_KWH,,,,,City Of Tallahassee,Fuel Conversion Factors - DEFRA EPA 2021
United States - Tampa Electric Company - US-FLA-TEC - electricityMap 2020,,,555.08,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.004280610988,0,0,0,0,15.94194999,62.11589985,0,4.489221482,,17.44864807,,0.004280610988,0,0,0,0,15.94194999,62.11589985,0,4.489221482,,17.44864807,555.08,G_PER_KWH,,,,,Tampa Electric Company,Fuel Conversion Factors - DEFRA EPA 2021
United States - Oahu - US-HI-OA - electricityMap 2020,,,614.57,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,69.51949873,0,2.798553519,0,5.936015041,17.93384808,0,0,3.812084623,,0,,69.51949873,0,2.798553519,0,5.936015041,17.93384808,0,0,3.812084623,,0,614.57,G_PER_KWH,,,,,Oahu,Fuel Conversion Factors - DEFRA EPA 2021
"United States - PJM Interconnection, Llc - US-MIDA-PJM - electricityMap 2020",,,362.6,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.2428933883,1.73421824,3.71209474,0,0,19.86826703,37.25513884,35.26115424,0.4470943774,,1.479139148,,0.2428933883,1.73421824,3.71209474,0,0,19.86826703,37.25513884,35.26115424,0.4470943774,,1.479139148,362.6,G_PER_KWH,,,,,"PJM Interconnection, Llc",Fuel Conversion Factors - DEFRA EPA 2021
"United States - Associated Electric Cooperative, Inc. - US-MIDW-AECI - electricityMap 2020",,,596.62,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,11.73731485,0,0,63.99478387,24.26790128,0,0,,0,,0,0,11.73731485,0,0,63.99478387,24.26790128,0,0,,0,596.62,G_PER_KWH,,,,,"Associated Electric Cooperative, Inc.",Fuel Conversion Factors - DEFRA EPA 2021
"United States - Electric Energy, Inc. - US-MIDW-EEI - electricityMap 2020",,,,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,,G_PER_KWH,,,,,"Electric Energy, Inc.",Fuel Conversion Factors - DEFRA EPA 2021
United States - Louisville Gas And Electric Company And Kentucky Utilities - US-MIDW-LGEE - electricityMap 2020,,,725.06,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,1.282799745,0,0,0,86.95659668,11.71611991,0,0.04448366667,,0,,0,1.282799745,0,0,0,86.95659668,11.71611991,0,0.04448366667,,0,725.06,G_PER_KWH,,,,,Louisville Gas And Electric Company And Kentucky Utilities,Fuel Conversion Factors - DEFRA EPA 2021
"United States - Midcontinent Independent Transmission System Operator, Inc.. - US-MIDW-MISO - electricityMap 2020",,,443.42,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,2.784700486,1.736808099,14.9825959,0,0,35.88290004,27.82280862,15.66309068,0.1224168685,,1.0046793,,2.784700486,1.736808099,14.9825959,0,0,35.88290004,27.82280862,15.66309068,0.1224168685,,1.0046793,443.42,G_PER_KWH,,,,,"Midcontinent Independent Transmission System Operator, Inc..",Fuel Conversion Factors - DEFRA EPA 2021
United States - Iso New England Inc. - US-NE-ISNE - electricityMap 2020,,,250.26,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,1.312397753,6.455127279,4.38908746,0,6.049872434,0.661902627,52.53694644,27.973604,0.6210620154,,0,,1.312397753,6.455127279,4.38908746,0,6.049872434,0.661902627,52.53694644,27.973604,0.6210620154,,0,250.26,G_PER_KWH,,,,,Iso New England Inc.,Fuel Conversion Factors - DEFRA EPA 2021
United States - Avista Corporation - US-NW-AVA - electricityMap 2020,,,204.51,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,50.08847598,6.097047025,0,0,0,30.74557297,0,0.3698930377,,12.69901099,,0,50.08847598,6.097047025,0,0,0,30.74557297,0,0.3698930377,,12.69901099,204.51,G_PER_KWH,,,,,Avista Corporation,Fuel Conversion Factors - DEFRA EPA 2021
United States - Bonneville Power Administration - US-NW-BPAT - electricityMap 2020,,,77.85,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,71.8260597,7.34533418,0,0,0,6.949735885,11.66317874,0.1934952664,,2.022196228,,0,71.8260597,7.34533418,0,0,0,6.949735885,11.66317874,0.1934952664,,2.022196228,77.85,G_PER_KWH,,,,,Bonneville Power Administration,Fuel Conversion Factors - DEFRA EPA 2021
United States - PUD No. 1 Of Chelan County - US-NW-CHPD - electricityMap 2020,,,28.06,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,99.71971908,0.2802809215,0,0,0,0,0,0,,0,,0,99.71971908,0.2802809215,0,0,0,0,0,0,,0,28.06,G_PER_KWH,,,,,PUD No. 1 Of Chelan County,Fuel Conversion Factors - DEFRA EPA 2021
United States - PUD No. 1 Of Douglas County - US-NW-DOPD - electricityMap 2020,,,26.5,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,100,0,0,0,0,0,0,0,,0,,0,100,0,0,0,0,0,0,0,,0,26.5,G_PER_KWH,,,,,PUD No. 1 Of Douglas County,Fuel Conversion Factors - DEFRA EPA 2021
"United States - PUD No. 2 Of Grant County, Washington - US-NW-GCPD - electricityMap 2020",,,41.73,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,100,0,0,0,0,0,0,0,,0,,0,100,0,0,0,0,0,0,0,,0,41.73,G_PER_KWH,,,,,"PUD No. 2 Of Grant County, Washington",Fuel Conversion Factors - DEFRA EPA 2021
"United States - Gridforce Energy Management, Llc - US-NW-GRID - electricityMap 2020",,,647.68,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,3.194666478,0,0,61.51777864,34.87497123,0,0.4125836609,,0,,0,0,3.194666478,0,0,61.51777864,34.87497123,0,0.4125836609,,0,647.68,G_PER_KWH,,,,,"Gridforce Energy Management, Llc",Fuel Conversion Factors - DEFRA EPA 2021
"United States - Naturener Power Watch, Llc (Gwa) - US-NW-GWA - electricityMap 2020",,,21.43,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,100,0,0,0,0,0,0,,0,,0,0,100,0,0,0,0,0,0,,0,21.43,G_PER_KWH,,,,,"Naturener Power Watch, Llc (Gwa)",Fuel Conversion Factors - DEFRA EPA 2021
United States - Idaho Power Company - US-NW-IPCO - electricityMap 2020,,,333.65,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.01291577638,48.96759894,17.58140128,0,0,0,23.99968109,0,5.139873075,,4.298529834,,0.01291577638,48.96759894,17.58140128,0,0,0,23.99968109,0,5.139873075,,4.298529834,333.65,G_PER_KWH,,,,,Idaho Power Company,Fuel Conversion Factors - DEFRA EPA 2021
United States - Nevada Power Company - US-NW-NEVP - electricityMap 2020,,,471.03,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.0001084130925,0.08555764145,1.034694555,0,0,6.34671926,73.68745255,0,6.684514745,,12.16095284,,0.0001084130925,0.08555764145,1.034694555,0,0,6.34671926,73.68745255,0,6.684514745,,12.16095284,471.03,G_PER_KWH,,,,,Nevada Power Company,Fuel Conversion Factors - DEFRA EPA 2021
United States - Northwestern Energy - US-NW-NWMT - electricityMap 2020,,,441.21,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,3.45738481,25.08288431,12.63596864,0,0,56.55234844,2.105750541,0,0.1656632587,,0,,3.45738481,25.08288431,12.63596864,0,0,56.55234844,2.105750541,0,0.1656632587,,0,441.21,G_PER_KWH,,,,,Northwestern Energy,Fuel Conversion Factors - DEFRA EPA 2021
United States - Pacificorp East - US-NW-PACE - electricityMap 2020,,,552.91,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,1.416675544,15.0060945,0,0,56.52801055,19.84507636,0,5.133323802,,2.070819237,,0,1.416675544,15.0060945,0,0,56.52801055,19.84507636,0,5.133323802,,2.070819237,552.91,G_PER_KWH,,,,,Pacificorp East,Fuel Conversion Factors - DEFRA EPA 2021
United States - Pacificorp West - US-NW-PACW - electricityMap 2020,,,335.06,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,15.21621922,14.4705977,0,0,63.66957412,0,0,3.84739372,,2.796215235,,0,15.21621922,14.4705977,0,0,63.66957412,0,0,3.84739372,,2.796215235,335.06,G_PER_KWH,,,,,Pacificorp West,Fuel Conversion Factors - DEFRA EPA 2021
United States - Portland General Electric Company - US-NW-PGE - electricityMap 2020,,,167.41,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,27.2549729,0,0,0,0,71.13740669,0,0,,1.607620407,,0,27.2549729,0,0,0,0,71.13740669,0,0,,1.607620407,167.41,G_PER_KWH,,,,,Portland General Electric Company,Fuel Conversion Factors - DEFRA EPA 2021
United States - Public Service Company Of Colorado - US-NW-PSCO - electricityMap 2020,,,450.72,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.000354647202,0.4375250409,30.53755131,0,0,32.36169692,34.53640547,0,2.12646661,,0,,0.000354647202,0.4375250409,30.53755131,0,0,32.36169692,34.53640547,0,2.12646661,,0,450.72,G_PER_KWH,,,,,Public Service Company Of Colorado,Fuel Conversion Factors - DEFRA EPA 2021
United States - Puget Sound Energy - US-NW-PSEI - electricityMap 2020,,,207.58,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.002483202906,27.55092757,8.675517999,0,0,12.18985526,50.77260998,0,0,,0.8086059886,,0.002483202906,27.55092757,8.675517999,0,0,12.18985526,50.77260998,0,0,,0.8086059886,207.58,G_PER_KWH,,,,,Puget Sound Energy,Fuel Conversion Factors - DEFRA EPA 2021
"United States - City Of Tacoma, Department Of Public Utilities, Light Division - US-NW-TPWR - electricityMap 2020",,,66.36,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,100,0,0,0,0,0,0,0,,0,,0,100,0,0,0,0,0,0,0,,0,66.36,G_PER_KWH,,,,,"City Of Tacoma, Department Of Public Utilities, Light Division",Fuel Conversion Factors - DEFRA EPA 2021
United States - Western Area Power Administration - Rocky Mountain Region - US-NW-WACM - electricityMap 2020,,,581.31,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,17.58511276,9.89811632,0,0,70.49633646,1.513923699,0,0.5065107618,,0,,0,17.58511276,9.89811632,0,0,70.49633646,1.513923699,0,0.5065107618,,0,581.31,G_PER_KWH,,,,,Western Area Power Administration - Rocky Mountain Region,Fuel Conversion Factors - DEFRA EPA 2021
United States - Western Area Power Administration UGP West - US-NW-WAUW - electricityMap 2020,,,258.92,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,100,0,0,0,0,0,0,0,,0,,0,100,0,0,0,0,0,0,0,,0,258.92,G_PER_KWH,,,,,Western Area Power Administration UGP West,Fuel Conversion Factors - DEFRA EPA 2021
"United States - Naturener Wind Watch, Llc - US-NW-WWA - electricityMap 2020",,,9.93,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,100,0,0,0,0,0,0,,0,,0,0,100,0,0,0,0,0,0,,0,9.93,G_PER_KWH,,,,,"Naturener Wind Watch, Llc",Fuel Conversion Factors - DEFRA EPA 2021
United States - Powersouth Energy Cooperative - US-SE-AEC - electricityMap 2020,,,477.83,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0.3996596779,0,0,0,0,98.62678324,0,0,,0.9735570845,,0,0.3996596779,0,0,0,0,98.62678324,0,0,,0.9735570845,477.83,G_PER_KWH,,,,,Powersouth Energy Cooperative,Fuel Conversion Factors - DEFRA EPA 2021
United States - Southeastern Power Administration - US-SE-SEPA - electricityMap 2020,,,52.25,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,100,0,0,0,0,0,0,0,,0,,0,100,0,0,0,0,0,0,0,,0,52.25,G_PER_KWH,,,,,Southeastern Power Administration,Fuel Conversion Factors - DEFRA EPA 2021
"United States - Southern Company Services, Inc. - Trans - US-SE-SOCO - electricityMap 2020",,,421.11,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0.00236201966,4.330865336,0,0,0,20.18864965,51.20628928,21.08383916,1.939811966,,1.248182587,,0.00236201966,4.330865336,0,0,0,20.18864965,51.20628928,21.08383916,1.939811966,,1.248182587,421.11,G_PER_KWH,,,,,"Southern Company Services, Inc. - Trans",Fuel Conversion Factors - DEFRA EPA 2021
United States - Arizona Public Service Company - US-SW-AZPS - electricityMap 2020,,,434.04,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,39.82361016,51.57202978,0,7.392988354,,1.2113717,,0,0,0,0,0,39.82361016,51.57202978,0,7.392988354,,1.2113717,434.04,G_PER_KWH,,,,,Arizona Public Service Company,Fuel Conversion Factors - DEFRA EPA 2021
United States - El Paso Electric Company - US-SW-EPE - electricityMap 2020,,,490.05,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,93.71320382,0,6.286796182,,0,,0,0,0,0,0,0,93.71320382,0,6.286796182,,0,490.05,G_PER_KWH,,,,,El Paso Electric Company,Fuel Conversion Factors - DEFRA EPA 2021
"United States - Griffith Energy, LLC - US-SW-GRIF - electricityMap 2020",,,282.96,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,0,0,0,0,100,0,0,,0,,0,0,0,0,0,0,100,0,0,,0,282.96,G_PER_KWH,,,,,"Griffith Energy, LLC",Fuel Conversion Factors - DEFRA EPA 2021
United States - Public Service Company Of New Mexico - US-SW-PNM - electricityMap 2020,,,527.53,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0.1919675677,16.28546619,0,0,46.10146286,30.93059122,0,6.055808304,,0.434703858,,0,0.1919675677,16.28546619,0,0,46.10146286,30.93059122,0,6.055808304,,0.434703858,527.53,G_PER_KWH,,,,,Public Service Company Of New Mexico,Fuel Conversion Factors - DEFRA EPA 2021
United States - Salt River Project - US-SW-SRP - electricityMap 2020,,,290.26,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0.4191514741,0.2810308363,0,0,4.42413897,46.20795174,47.42905794,1.216185708,,0.022483336,,0,0.4191514741,0.2810308363,0,0,4.42413897,46.20795174,47.42905794,1.216185708,,0.022483336,290.26,G_PER_KWH,,,,,Salt River Project,Fuel Conversion Factors - DEFRA EPA 2021
United States - Tucson Electric Power Company - US-SW-TEPC - electricityMap 2020,,,561.58,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0,3.686958977,0,0,55.55034043,35.93616101,0,4.826539591,,0,,0,0,3.686958977,0,0,55.55034043,35.93616101,0,4.826539591,,0,561.58,G_PER_KWH,,,,,Tucson Electric Power Company,Fuel Conversion Factors - DEFRA EPA 2021
United States - Western Area Power Administration - Desert Southwest Region - US-SW-WALC - electricityMap 2020,,,389.48,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,47.20275971,0,0,0,0,51.4702417,0,1.326998592,,0,,0,47.20275971,0,0,0,0,51.4702417,0,1.326998592,,0,389.48,G_PER_KWH,,,,,Western Area Power Administration - Desert Southwest Region,Fuel Conversion Factors - DEFRA EPA 2021
United States - Tennessee Valley Authority - US-TEN-TVA - electricityMap 2020,,,258.13,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,15.67860622,0,0,0,11.65019509,27.97287547,44.33439227,0.2582523941,,0.1056785534,,0,15.67860622,0,0,0,11.65019509,27.97287547,44.33439227,0.2582523941,,0.1056785534,258.13,G_PER_KWH,,,,,Tennessee Valley Authority,Fuel Conversion Factors - DEFRA EPA 2021
"United States - Electric Reliability Council Of Texas, Inc. - US-TEX-ERCO - electricityMap 2020",,,381.05,G_PER_KWH,,,US,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,0,0.0850738694,23.26580965,0,0,20.50708403,42.33809868,11.52127889,2.214715255,,0.06793961949,,0,0.0850738694,23.26580965,0,0,20.50708403,42.33809868,11.52127889,2.214715255,,0.06793961949,381.05,G_PER_KWH,,,,,"Electric Reliability Council Of Texas, Inc.",Fuel Conversion Factors - DEFRA EPA 2021
Uruguay - UY - electricityMap 2020,,,108.51,G_PER_KWH,,,UY,"Based on data from electricityMap API, a global electricity emissions database. For more information, please visit api.electricitymap.org.",2020,11.10635286,38.69549526,38.2286567,0,6.414655529,0,0,0,3.157692835,,2.397146818,,11.10635286,38.69549526,38.2286567,0,6.414655529,0,0,0,3.157692835,,2.397146818,108.51,G_PER_KWH,,,,,,Fuel Conversion Factors - DEFRA EPA 2021
